EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,InServiceCost,Estimated Replacement Year
33164,59685D,2015,FORD,ESCAPE,COMPACT SUV 2WD,DPR,20-May-15,$25292.60,2025
33165,59706D,2015,FORD,ESCAPE,COMPACT SUV 4WD,DPR,02-Jun-15,$26520.42,2025
33168,59707D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,02-Jun-15,$26116.32,2024
33169,59901D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,23-Jun-15,$26396.30,2025
33170,59902D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,03-Jun-15,$25985.04,2025
33171,59906D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,12-Jun-15,$26280.32,2025
33172,59907D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,11-Jun-15,$26268.04,2025
33173,59908D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,22-Jun-15,$26057.27,2025
33174,59932D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,22-Jun-15,$26455.01,2025
33175,59961D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,29-Jun-15,$25894.32,2025
33176,59969D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID 2WD,DPR,08-Jul-15,$25248.60,2025
33177,59987D,2015,FORD,TRANSIT VAN,VAN LOW ROOF REGULAR WB,DPR,31-Jul-15,$25813.98,2025
33178,59988D,2015,FORD,TRANSIT VAN,VAN LOW ROOF REGULAR WB,DPR,31-Jul-15,$25813.98,2025
33179,59915D,2015,FORD,ESCAPE,COMPACT SUV 2WD,DPR,16-Jun-15,$25043.96,2025
33182,,2015,TORO,30345,4WD 6` MOWER,DPR,23-Jul-15,$37394.62,2022
33183,,2015,TORO,30345,4WD 6` MOWER,DPR,23-Jul-15,$37394.62,2022
33184,,2015,TORO,30345,4WD 6` MOWER,DPR,20-Jul-15,$40639.39,2022
33185,,2015,TORO,30345,4WD 6` MOWER,DPR,23-Jul-15,$40639.39,2022
33186,,2015,TORO,30345,4WD 6` MOWER,DPR,24-Jul-15,$40639.39,2022
33187,,2015,TORO,30345,4WD 6` MOWER,DPR,21-Jul-15,$40639.39,2022
33188,,2015,TORO,30345,4WD 6` MOWER,DPR,28-Jul-15,$37394.62,2022
33190,36257D,2003,EXISS,SS400,HORSE TRAILER - 10000 GVWR,SPD,28-Apr-03,$32665.73,2018
33191,,2015,TORO,30345,4WD 6` MOWER,DPR,25-Jul-15,$37394.62,2022
33192,,2015,TORO,30345,4WD 6` MOWER,DPR,24-Jul-15,$37394.62,2022
33195,24267D,2003,KENDON,TRAILER,TRAILER - MOTORCYCLE,SPD,09-Mar-04,$43051.69,2019
33232,59970D,2015,NISSAN,LEAF,ELECTRIC SEDAN,SDOT,23-Jul-15,$30477.57,2025
33233,59971D,2015,NISSAN,LEAF,ELECTRIC SEDAN,SDOT,28-Jul-15,$30627.81,2025
33234,59972D,2015,NISSAN,LEAF,ELECTRIC SEDAN,SDOT,28-Jul-15,$30637.23,2025
33236,,2015,BOBCAT,SKID STEER LOADER,SKID STEER LOADER,DPR,22-Jun-15,$35046.90,2030
33237,59699D,2015,FORD,F350,PICKUP 4WD EXTENDED CAB,SPU,14-Jul-15,$52111.88,2025
33240,59996D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,SDOT,28-Jul-15,$24823.80,2025
33241,59997D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,SDOT,30-Jul-15,$0.00,2025
33243,59985D,2015,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,SDOT,27-Jul-15,$24823.80,2025
33244,59694D,2015,FORD,ESCAPE,COMPACT SUV AWD,SPU,01-Jun-15,$26619.69,2025
33245,,2015,TORO,WORKMAN HDX-D 4WD,4WD UTILITY VEHICLE,DPR,08-Jul-15,$37084.65,2023
33246,,2015,TORO,WORKMAN HDX-D 4WD,4WD UTILITY VEHICLE,DPR,09-Jul-15,$40396.51,2023
33261,59695D,2015,OLYMPIC,DO14-2E,TRAILER - 24FT - 14000 GVWR,SDOT,20-May-15,$8965.02,2025
33263,,2015,JOHN DEERE,772GP,MOTOR GRADER - ARTICULATED,SPU,30-Jul-15,$0.00,2029
33273,59686D,2015,PACE AMERICAN,CARGOSPORT,CARGO TRAILER,SDOT,06-Jul-15,$11768.93,2030
33286,59973D,2015,FORD,ESCAPE,4WD COMPACT SUV,SPU,16-Jul-15,$27131.09,2025
33288,59974D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,13-Jul-15,$23916.63,2025
33289,59975D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,13-Jul-15,$23906.74,2025
33290,59980D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,13-Jul-15,$23919.92,2025
33291,59981D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,22-Jul-15,$24004.34,2025
33292,59982D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,16-Jul-15,$23869.59,2025
33295,59986D,2015,FORD,ESCAPE,2WD COMPACT SUV,SPU,17-Jul-15,$23185.22,2025
33326,,2015,FREIGHTLINER,MT55,WALK IN VAN,SPU,,$0.00,2027
33328,59917D,2015,FORD,ESCAPE,SUV COMPACT 4WD,SCL,15-Jul-15,$0.00,2025
33466,37346D,2003,CHEVROLET,ASTRO,MINIVAN PASSENGER,SPU,30-Jul-03,$19939.50,2013
33648,39891D,2003,FORD,F450,PICKUP - FLATBED - CRANE - CLASS 4,SPU,24-Dec-03,$71808.39,2013
33650,39892D,2003,FORD,F450,PICKUP - FLATBED - CRANE - CLASS 4,SPU,24-Dec-03,$72277.58,2013
33674,39871D,2003,FORD,F450,PICKUP - DUMP BODY - CRANE - CLASS 4,SPU,12-Dec-03,$62737.15,2013
33774,39826D,2003,FORD,E250,VAN CARGO MEDIC INTERIOR,SFD,05-Apr-05,$56236.60,2015
33960,39895D,2003,GMC,WORK HORSE,WALKIN VAN - CLASS 4,DPR,10-Aug-04,$84879.63,2014
34587,37313D,2003,CHEVROLET,S10,PICKUP COMPACT,SPU,14-Aug-03,$18310.87,2013
34632,39890D,2003,FORD,F250,PICKUP,SPU,30-Dec-03,$30417.32,2013
34664,37343D,2003,FORD,F250,PICKUP - 4X4,SPU,29-Jul-03,$27862.79,2013
35343,31786D,2000,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,27-Jul-00,$271319.57,2016
35344,31787D,2000,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,20-Aug-00,$272126.67,2016
35345,34268D,2000,FORD,F550,TRUCK CO2 SYSTEM/GENERATOR,SFD,01-Aug-01,$84417.36,2021
35346,31864D,2000,EMERGENCY ONE,CYCLONE II,FIRE AERIAL - REAR MOUNT,SFD,08-Dec-00,$549120.93,2017
35347,31863D,2000,EMERGENCY ONE,CYCLONE II,FIRE AERIAL - REAR MOUNT,SFD,08-Dec-00,$546677.18,2018
35352,39864D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,18-Aug-03,$279059.87,2018
35353,39876D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,24-Oct-03,$279059.88,2018
35354,39865D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,08-Sep-03,$279059.88,2019
35355,39866D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,22-Sep-03,$279059.88,2019
35356,39867D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,22-Sep-03,$279059.88,2020
35357,39868D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,09-Oct-03,$279059.88,2020
35358,39875D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,04-Dec-03,$279059.88,2021
35359,39877D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,04-Dec-03,$279059.88,2021
35370,42105D,2003,AMERICAN LAFRANCE,PUMPER,FIRE PUMPER,SFD,03-Feb-06,$273798.18,2022
35558,51355D,2010,PETERBILT,367,TRUCK - 12 YD DUMP - CLASS 8,SPU,01-Oct-09,$0.00,2019
35564,39950D,2003,PETERBILT,330,TRUCK DUMP SANDER PLOW SLURRY,SDOT,18-Oct-04,$142864.80,2016
35574,57819D,2003,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 8,SDOT,18-Oct-04,$143693.35,2016
35576,39939D,2003,PETERBILT,330,TRUCK DUMP SANDER PLOW CLASS 8,SDOT,18-Oct-04,$142949.18,2016
35586,37365D,2003,PETERBILT,330,TRUCK - DUMPING FLATBED - CLASS 6,SDOT,01-Jul-03,$114508.72,2015
35658,50299D,2003,OLYMPIC,OM10-2E,TRAILER - 10000 LB GVWR,SDOT,02-Feb-04,$6942.18,2019
35699,,2003,BLAW-KNOX,PF5510,ASPHALT PAVER - 16`,SDOT,19-Aug-03,$299144.42,2015
35801,36307D,2003,FORD,F450,PICKUP - DUMPING FLATBED - CLASS 4,DPR,18-Dec-02,$44629.97,2012
35920,37382D,2003,OLYMPIC,OM6T-1E,TRAILER - 7800 LB GVWR,DPR,10-Jul-03,$10494.20,2018
35974,,2003,JOHN DEERE,260,SKID STEER LOADER 8000 LB,DPR,27-Mar-03,$40654.18,2013
36523,55708D,2003,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SPU,01-Aug-04,$134990.79,2014
36552,39839D,2003,PETERBILT,330,TRUCK - FISH TRANSPORT - CLASS 6,SPU,26-Aug-03,$72348.19,2013
36613,,2003,KOMATSU,PC308USLC-3,EXCAVATOR - 35 TON,SPU,01-Feb-04,$329394.18,2011
36614,,2003,KOMATSU,PC308USLC-3,EXCAVATOR - 35 TON,SPU,02-Feb-04,$329394.18,2011
36670,36380D,2003,PETERBILT,357,TRUCK - 12 YD DUMP - CLASS 8,SPU,08-Apr-03,$130912.36,2013
37009,,2003,KOMATSU,FG40Z-T,FORKLIFT - 8000 LB LIFT,FAS,19-May-03,$31102.43,2023
37013,,2003,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,17-Apr-03,$32165.19,2023
37014,,2003,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,17-Apr-03,$30556.21,2023
37015,,2003,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,17-Apr-03,$30419.75,2023
37018,,2003,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,DPR,28-Apr-03,$30215.51,2023
37101,1624EX,2003,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE TRAINING,SPD,12-Dec-02,$24031.75,2008
37104,1946EX,2003,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE TRAINING,SPD,23-Dec-02,$24051.85,2008
38151,37318D,2003,CASE,590M,BACKHOE LOADER - 20200 LB - 4X4,DPR,11-Jun-03,$96474.99,2013
38202,37380D,2003,OLYMPIC,OM10-2E,TRAILER - 10000 LB GVWR,DPR,10-Jul-03,$8382.89,2018
38203,37383D,2003,OLYMPIC,OM10-2E,TRAILER - 50000 LB GVWR,DPR,16-Jul-03,$22820.84,2018
38204,37384D,2003,OLYMPIC,OM10-2E,TRAILER - 50000 LB GVWR,DPR,22-Jul-03,$29305.22,2018
38259,1961EX,2003,GO-4,INTERCEPTOR II,PEO SCOOTER TRAINING,SPD,19-May-03,$26985.85,2010
38264,1966EX,2003,GO-4,INTERCEPTOR II,PEO SCOOTER TRAINING,SPD,18-Jun-03,$26811.96,2010
38359,37323D,2003,CHEVROLET,MALIBU,SEDAN MIDSIZE,SPD,05-Sep-03,$18391.30,2013
39625,39833D,2003,FORD,CROWN VICTORIA,PATROL CAR TRAINING,SPD,21-Jan-04,$29504.85,2011
41208,59678D,2004,CHEVROLET,CAVALIER,COMPACT SEDAN,HSD,07-May-04,$11899.66,2014
41209,08534D,2004,CHEVROLET,CAVALIER,COMPACT SEDAN,HSD,04-May-04,$11934.54,2014
41212,36107D,2004,CHEVROLET,CAVALIER,COMPACT SEDAN,HSD,07-May-04,$11920.59,2014
41250,39952D,2004,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SCL,15-Apr-04,$21285.00,2014
41265,39953D,2004,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,27-Apr-04,$22669.39,2014
41701,38839D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,08-Jul-04,$22502.14,2014
41702,38825D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,25-Oct-04,$21574.83,2014
41703,38826D,2004,CHEVROLET,IMPALA,SEDAN MIDSIZE,SPD,03-Nov-04,$21055.88,2014
41704,59679D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,08-Nov-04,$21191.47,2014
41705,38885D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,16-Dec-04,$20718.38,2014
41706,59667D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,29-Dec-04,$20712.54,2014
41707,47483D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,17-Dec-04,$21284.03,2014
41708,47988D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,14-Dec-04,$20870.58,2014
41709,38876D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,30-Dec-04,$20901.50,2014
41710,54436D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,11-Jan-05,$21179.46,2015
41711,38877D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,27-Jan-05,$21267.03,2015
41718,47962D,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,17-Dec-04,$21212.89,2014
4279,14545D,1992,GMC,P30,WALKIN VAN - CLASS 4,SCL,01-Aug-97,$56709.29,2007
4280,05398D,1988,GMC,P30,WALKIN VAN - CLASS 4,SCL,06-Jun-90,$46520.67,2003
43098,38834D,2004,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,01-Oct-04,$26566.57,2014
43145,38857D,2004,GMC,WORK HORSE,WALKIN VAN - CLASS 4,SPD,30-Dec-04,$82355.09,2024
43162,38888D,2004,CHEVROLET,EXPRESS,VAN CARGO,SPU,01-Sep-05,$24426.63,2015
43196,38890D,2004,EXISS,SS400,HORSE TRAILER - 10000 GVWR,SPD,02-Aug-04,$32306.07,2019
43203,38858D,2004,CHEVROLET,EXPRESS,CARGO VAN,SPD,23-Dec-05,$50989.78,2015
43231,38900D,2004,FORD,E250,CARGO VAN,SPL,18-Aug-04,$18880.88,2014
43236,38898D,2004,FORD,E250,CARGO VAN,SPL,19-Aug-04,$19913.70,2014
43247,38848D,2004,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,14-Sep-04,$24937.27,2014
43368,38820D,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,18-Aug-04,$19252.25,2014
43373,38815D,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,06-Jul-04,$18610.66,2014
43411,38859D,2004,FORD,E250,CARGO VAN,DPR,09-Dec-04,$39971.37,2014
43414,38854D,2004,FORD,E250,CARGO VAN,DPR,13-Dec-04,$40138.79,2014
43415,38868D,2004,CHEVROLET,EXPRESS,CARGO VAN,DPR,28-Jan-05,$35935.09,2015
43416,38871D,2004,CHEVROLET,EXPRESS,CARGO VAN,DPR,12-Jan-05,$38929.94,2015
43418,38860D,2004,FORD,E350,CARGO VAN,DPR,10-Feb-05,$38256.90,2015
43419,38867D,2004,CHEVROLET,EXPRESS,CARGO VAN,DPR,28-Jan-05,$36838.49,2015
43443,38840D,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,19-Aug-04,$18898.59,2014
43444,38889D,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,01-Oct-04,$19889.69,2014
43500,41460D,2004,FREIGHTLINER,MT55,TRUCK - AERIAL LIFT - TELELECT - CLASS 7,SDOT,13-Jul-05,$245294.58,2014
43509,38880D,2004,FORD,E250,CARGO VAN,SPU,29-Oct-04,$39995.10,2014
43525,41671D,2004,FREIGHTLINER,MT55,WALKIN VAN - CLASS 6,SPU,23-Aug-05,$330966.06,2015
43538,38802D,2004,CHEVROLET,COLORADO,COMPACT PICKUP,SDOT,06-Jul-04,$22043.83,2014
43549,41683D,2004,FREIGHTLINER,MT55,WALKIN VAN - CLASS 6,SPU,23-Aug-05,$330966.06,2015
43550,41670D,2004,FREIGHTLINER,MT55,WALKIN VAN - CLASS 6 - CAMERA,SPU,23-Aug-05,$330966.07,2015
43618,39899D,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,11-Mar-04,$234825.18,2016
43619,39898D,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,11-Mar-04,$238099.02,2016
43620,39900D,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,11-Mar-04,$234920.01,2016
43626,40354D,2004,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SPU,13-Apr-05,$75938.92,2014
43629,40353D,2004,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SPU,13-Apr-05,$75400.44,2014
43631,38882D,2004,FORD,F350,PICKUP - FLATBED,SDOT,23-Feb-05,$51396.84,2015
43640,39988D,2004,FORD,F550,TRUCK FLATBED SANDER PLOW,SDOT,24-May-04,$58283.64,2016
43641,40396D,2004,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,03-May-05,$52933.91,2015
43649,39970D,2004,FORD,F550,TRUCK FLATBED PLOW SANDER,SDOT,26-Apr-04,$56458.37,2016
4366,02257D,1987,GMC,P30,WALKIN VAN - CLASS 4,SCL,06-May-88,$35836.58,2002
43684,40318D,2004,FORD,F450,PICKUP - FLATBED - CLASS 4,SPU,17-Dec-04,$74187.24,2014
43687,40347D,2004,GMC,TTF7042 CAB-OVER TANDEM AXLE,TRUCK - FLATBED - LOOP - CLASS 8,SDOT,01-Mar-05,$184221.09,2017
43690,40314D,2004,FORD,F450,PICKUP - FLATBED - CLASS 4,SPU,17-Dec-04,$74358.06,2014
43693,38879D,2004,FORD,E350,CARGO VAN,SPU,08-Nov-04,$37174.37,2014
43694,38895D,2004,FORD,E250,CARGO VAN,SPU,12-Oct-04,$36619.61,2014
43720,39418D,2004,FORD,F550,TRUCK - FLATBED - SANDER - CLASS 5,SDOT,26-Oct-04,$92633.34,2016
43807,57946D,2004,FORD,F350,PICKUP,DPR,25-Jan-05,$37374.61,2015
43851,38861D,2004,FORD,F350,PICKUP - CREW CAB,DPR,04-Mar-05,$35751.75,2015
43958,38862D,2004,FORD,F250,PICKUP,DPR,13-Jan-05,$40881.04,2015
4396,48159D,2007,MGS,UTILITY TRAILER,TRAILER - WATER PUMP,SPU,07-Aug-10,$0.00,
4396,48159D,2007,MGS,TRAILER,TRAILER - WATER PUMP,SPU,07-Aug-10,$0.00,
43971,40340D,2005,ELDORADO NATIONAL AEROTECH,420,AIRPORTER VAN - WHEELCHAIR LIFT,DPR,08-Feb-05,$90616.39,2015
43972,38468D,2004,FREIGHTLINER,SPRINTER P2500SHC,PASSENGER VAN - WHEELCHAIR LIFT,DPR,30-Jul-04,$56282.72,2014
44236,38470D,2004,FREIGHTLINER,SPRINTER C2500SHC,CARGO VAN - SPRINTER,SPD,20-Apr-05,$53232.65,2015
44568,38833D,2004,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,12-Oct-04,$21230.91,2014
44577,38872D,2004,FORD,F250,PICKUP - CREW CAB,SPU,07-Mar-05,$30269.71,2015
44636,38864D,2004,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,23-May-05,$43506.30,2015
45507,41922D,2004,FREIGHTLINER,M2106,TRUCK - FLATBED - CLASS 6,SDOT,22-Dec-05,$99753.88,2020
45525,40343D,2004,GMC,T7500,TRUCK - FLATBED - ATTENUATOR - CLASS 7,SDOT,15-Feb-05,$128787.75,2017
45530,54166D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,02-Aug-05,$111947.37,2017
45537,41696D,2004,GMC,TTF8064 CAB-OVER TANDEM AXLE,TRUCK - FRONT LOADER DUMP - CLASS 8,SDOT,23-Nov-05,$219391.37,2017
45552,50826D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,05-Aug-05,$119155.42,2017
45553,40858D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,22-Jul-05,$119859.11,2017
45557,38801D,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,18-Oct-04,$146935.41,2016
45559,39413D,2004,PETERBILT,330,TRUCK DUMP SANDER PLOW,SDOT,18-Oct-04,$143957.57,2016
45566,39414D,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,18-Oct-04,$145845.51,2016
45567,39412D,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,18-Oct-04,$133151.20,2016
45606,57597D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,22-Jul-05,$119052.52,2017
45608,40848D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,01-Aug-05,$119308.69,2017
45611,57716D,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,11-Aug-05,$112317.65,2017
45669,39416D,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,01-Feb-05,$53541.01,2015
45671,39417D,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,28-Jan-05,$53586.87,2015
45673,39999D,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,02-Nov-04,$53661.58,2014
45674,39998D,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,24-Nov-04,$53997.76,2014
45676,39987D,2004,TORO,TRAILER,TRAILER - DINGO,SDOT,17-May-04,$6942.16,2019
45682,38891D,2004,TRAILKING,TK50RB,TRAILER - ROLLBACK - 50000 LB GVWR,SDOT,10-Aug-04,$52414.29,2019
45688,39997D,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,02-Nov-04,$53877.79,2014
45868,40891D,2004,GMC,T7500,TRUCK - MOVING - CLASS 7,DPR,08-Aug-05,$114199.81,2015
45885,40342D,2004,GMC,WT5500,TRUCK - REFUSE PACKER - CLASS 6,DPR,10-Feb-05,$113768.17,2015
45894,39930D,2004,PETERBILT,330,TRUCK - DUMP - CLASS 6,DPR,12-May-04,$107617.23,0
45946,39419D,2004,KENWORTH,T800B,TRUCK - DUMP - CLASS 8,DPR,28-Sep-04,$144725.47,2016
45964,40334D,2004,GMC,WT5500,TRUCK - REFUSE PACKER - CLASS 6,DPR,02-Feb-05,$113574.59,2015
45967,40889D,2004,PETERBILT,335,TRUCK - REFUSE PACKER - CLASS 7,DPR,15-Jul-05,$179251.30,2020
45968,40888D,2004,PETERBILT,335,TRUCK - REFUSE PACKER - CLASS 7,DPR,01-May-05,$176366.74,2020
45969,40851D,2004,PETERBILT,335,TRUCK - EDUCTOR - VAC CON,DPR,15-Jul-05,$293399.20,2013
46400,40335D,2004,MACK,CV713,TRUCK - DUMP - OFFROAD - CLASS 8,SPU,22-Dec-04,$110558.10,2014
46402,38832D,2004,MACK,CV713,TRUCK - 12 YD DUMP - OFFROAD - CLASS 8,SPU,13-Aug-04,$135179.79,2014
46453,,2004,KOMATSU,PC158USLC-2,EXCAVATOR - 16 TON - REDUCED SWING,SPU,07-Jan-05,$225724.10,2019
46540,38831D,2004,MACK,CV713,TRUCK - 12 YD DUMP - OFFROAD - CLASS 8,SPU,14-Aug-04,$135179.79,2014
46570,41641D,2004,GMC,TTF8064 CAB-OVER TANDEM AXLE,TRUCK - FRONT LOADER DUMP - CLASS 8,SPU,05-Oct-05,$221514.54,2016
46571,41685D,2004,GMC,TTF8064 CAB-OVER TANDEM AXLE,TRUCK - FRONT LOADER DUMP - CLASS 8,SPU,14-Oct-05,$221514.55,2016
46579,41473D,2004,GMC,TTF7042 CAB-OVER TANDEM AXLE,TRUCK - SERVICE BODY - CLASS 7,SPU,09-Aug-05,$161757.38,2015
46612,40887D,2004,GMC,TTF7042 CAB-OVER TANDEM AXLE,TRUCK - HYDRANT BODY - CRANE - CLASS 7,SPU,14-Jul-05,$161033.41,2014
47019,,2004,KOMATSU,FG20ST-12,FORKLIFT - 4000 LB LIFT,FAS,27-May-04,$25666.79,2024
47121,,2004,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,26-May-04,$25573.09,2024
47124,,2004,NISSAN,FORKLIFT,FORKLIFT - 5000 LB LIFT - ELECTRIC,SPD,20-Apr-04,$36737.33,2024
47134,40316D,2004,GMC,W5500,TRUCK - FRONT LOADER DUMP - CLASS 5,CEN,22-Nov-04,$90820.08,2014
47138,39404D,2004,LIFT-A-LOAD,EPTW-314,TRAILER - HYDRAULIC LIFT - 7500 LB GVWR,SDOT,09-Sep-04,$27544.73,2019
47150,,2004,CHERRINGTON,BEACH CLEANER,BEACH CLEANER/SANDSIFTER 5000,DPR,08-Mar-04,$81769.82,2019
51007,51358D,2005,FORD,FOCUS,SUBCOMPACT SEDAN,DPR,21-Jul-05,$13693.59,2015
51026,41955D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPD,06-Feb-06,$23087.09,2016
51028,41954D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,12-Jan-06,$23258.69,2016
51030,41972D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,15-Mar-06,$23552.61,2016
51129,40853D,2005,CHEVROLET,IMPALA,MIDSIZE SEDAN,SFD,06-Feb-06,$22536.07,2014
51157,40883D,2005,FORD,FOCUS,SUBCOMPACT SEDAN,SPD,15-Jul-05,$15586.91,2015
51259,40885D,2005,FORD,FOCUS,SUBCOMPACT SEDAN,HSD,15-Jul-05,$13517.44,2015
51261,40886D,2005,FORD,FOCUS,SUBCOMPACT SEDAN,HSD,21-Jul-05,$13553.19,2015
51263,41478D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,09-Aug-05,$23034.66,2015
51264,41477D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,09-Aug-05,$22671.21,2015
51299,41480D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,HSD,24-Aug-05,$22754.39,2015
51331,40361D,2005,JEEP,LIBERTY,COMPACT SUV - 4X4,SPU,01-Apr-05,$19781.18,2015
51334,41489D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,29-Sep-05,$22756.14,2015
51343,41947D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPD,09-Mar-06,$23093.43,2016
51344,41946D,2005,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPD,09-Feb-06,$23140.16,2016
51359,39431D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,HSD,15-Nov-04,$21808.32,2014
51409,46648D,2005,JEEP,LIBERTY,COMPACT SUV,SPU,09-May-05,$17170.50,2015
51422,41948D,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPD,06-Feb-06,$23065.64,2016
